Entity,Definition,Images
Hemoglobin,"Hemoglobin (haemoglobin in British English), abbreviated Hb or Hgb, is the iron-containing oxygen-transport protein present in red blood cells (erythrocytes) of almost all vertebrates (the exception being the fish family Channichthyidae) as well as the tissues of some invertebrate animals.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/1GZX_Haemoglobin.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Heart_of_Steel_%28Hemoglobin%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Heme_b.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/HemoglobinABDAlignment.png']"
Plug the key,Not found on Wikipedia,['Image not found']
Sulfide minerals,Not found on Wikipedia,['Image not found']
Diamond,Diamond is a solid form of the element carbon with its atoms arranged in a crystal structure called diamond cubic.,"['https://upload.wikimedia.org/wikipedia/commons/a/a3/Am%C3%A9thystre_sceptre2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Apollo_synthetic_diamond.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Carbon-phase-diagramp.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Cscr-featured.svg']"
Rust resistance,Not found on Wikipedia,['Image not found']
Religious concept,Not found on Wikipedia,['Image not found']
Age,Age or AGE may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Budding,Budding or blastogenesis is a type of asexual reproduction in which a new organism develops from an outgrowth or bud due to cell division at one particular site.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/Hydra_Budding.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Hydra_oligactis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/S_cerevisiae_under_DIC_microscopy.jpg']"
Electrical configuration,Not found on Wikipedia,['Image not found']
Object distance,Not found on Wikipedia,['Image not found']
How does it behave,Not found on Wikipedia,['Image not found']
Stainless steel,Stainless steel is an alloy of iron that is resistant to rusting and corrosion.,"['https://upload.wikimedia.org/wikipedia/commons/7/7f/316L_Stainless_Steel_Unpolished.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Corrosion_of_alloys_in_NaCl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Crevice_corrosion_of_316_SS_tube_and_tube_sheet_in_a_desalination_plant.png', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Harry_Brearley.jpg']"
Artery,"An artery (plural arteries) (from Greek  ἀρτηρία (artēríā) 'windpipe, artery') is a blood vessel in humans and most animals that takes blood away from the heart to one or more parts of the body (tissues, lungs, brain etc.).","['https://upload.wikimedia.org/wikipedia/commons/1/10/Arterial_System_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Artery.png', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Artery.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Atherosclerosis_diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Blausen_0055_ArteryWallStructure.png']"
Musician,"A musician is a person who composes, conducts, or performs music.","['https://upload.wikimedia.org/wikipedia/commons/c/c3/45_record.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Beethoven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/GClef.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Electric plug,Not found on Wikipedia,['Image not found']
Genetics,"Genetics is the study of genes, genetic variation, and heredity in organisms.","['https://upload.wikimedia.org/wikipedia/commons/9/98/Biochemistry%2C_genetics_and_molecular_biology.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Blending_Inheritance.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/CC_BY_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Sexual intercourse,Sexual intercourse (or coitus or copulation) is a sexual activity typically involving the insertion and thrusting of the penis into the vagina for sexual pleasure or reproduction.,"['https://upload.wikimedia.org/wikipedia/commons/2/26/Bisexuality_symbol_%28bold%2C_color%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Coition_of_a_Hemisected_Man_and_Woman.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Couple_having_sex.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Erotic_scenes_Louvre_G13_n4.jpg']"
Germ cell,A germ cell is any cell that gives rise to the gametes of an organism that reproduces sexually.,"['https://upload.wikimedia.org/wikipedia/commons/2/26/Bisexuality_symbol_%28bold%2C_color%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Mice_X_Y_chromosomes.jpg']"
DNA,Deoxyribonucleic acid ( (listen); DNA) is a polymer composed of two polynucleotide chains that coil around each other to form a double helix.,"['https://upload.wikimedia.org/wikipedia/commons/3/3a/5-Methylcytosine.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Base_pair_AT.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Base_pair_GC.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Benzopyrene_DNA_adduct_1JDG.png', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Branch-DNA-multiple.svg']"
Introduction to Statistical Reflex,Not found on Wikipedia,['Image not found']
Goods,"In economics, goods are items that satisfy human wants ","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Mediq_Sverige_Kungsbacka_warehouse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Types_of_goods.svg']"
Coulomb of charge,Not found on Wikipedia,['Image not found']
Acetic acid,"Acetic acid , systematically named ethanoic acid , is an acidic, colourless liquid and organic compound with the chemical formula CH3COOH (also written as CH3CO2H, C2H4O2, or HC2H3O2).","['https://upload.wikimedia.org/wikipedia/commons/0/08/Acetic-acid-2D-skeletal.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Acetic-acid-CRC-GED-3D-balls-B.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Acetic-acid-CRC-GED-3D-vdW-B.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/AceticAcid010.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/AceticAcid012.jpg']"
Light propagation,Not found on Wikipedia,['Image not found']
Education,"Education is a purposeful activity directed at achieving certain aims, such as transmitting knowledge or fostering skills and character traits.","['https://upload.wikimedia.org/wikipedia/commons/c/c2/2013._%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA_336.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Calhan_High_School_Senior_Classroom_by_David_Shankbone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Children_computing_by_David_Shankbone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Mating,"In biology, mating is the pairing of either opposite-sex or hermaphroditic organisms for the purposes of sexual reproduction.","['https://upload.wikimedia.org/wikipedia/commons/0/07/Aphrophora_alni_mating.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4f/Bagmati_River%2C_Pashupatinath%2C_Nepal_Animal_sex_%E3%83%90%E3%82%B0%E3%83%9E%E3%83%86%E3%82%A3%E5%B7%9D%E3%81%A8%E3%83%91%E3%82%B7%E3%83%A5%E3%83%91%E3%83%86%E3%82%A3%E3%83%8A%E3%83%BC%E3%83%88%E7%81%AB%E8%91%AC%E5%A0%B4_%E3%82%B5%E3%83%AB%E3%81%AE%E4%BA%A4%E5%B0%BE_5835.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Blue-tailed_damselflies_%28Ischnura_elegans%29_mating%2C_female_typica_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/Chalkhill_blue_butterflies_%28Polyommatus_coridon%29_mating_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Amphiporus_angulatus.png']"
Dirt,"Dirt  is an unclean matter, especially when in contact with a person's clothes, skin, or possessions.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Dirty_Dick%27s_-_geograph.org.uk_-_821364.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/King%27s_Cross%2C_London%3B_the_Great_Dust-Heap%2C_next_to_Battle_Br_Wellcome_V0013642.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
Figure 6.4 Figure 6,Not found on Wikipedia,['Image not found']
Self-portrait,A self-portrait is a portrait of an artist made by that artist.,"['https://upload.wikimedia.org/wikipedia/commons/e/e6/%28Albi%29_Auto-portrait_devant_un_miroir_-_1882_Toulouse-Lautrec_-_MLT.20.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/92_10_161x157cm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Adam_Kraft.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Aivazovsky_-_Self-portrait_1874.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Albrecht-self.jpg']"
10 A,Not found on Wikipedia,['Image not found']
Chemist,A chemist (from Greek chēm(ía) alchemy; replacing chymist from Medieval Latin alchemist) is a scientist trained in the study of chemistry.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/David_-_Portrait_of_Monsieur_Lavoisier_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Gnome-applications-science.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/Julie_Perkins_at_LLNL.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Kolo_Naukowe_Flogiston.jpg']"
Robot,A robot is a machine—especially one programmable by a computer—capable of carrying out a complex series of actions automatically.,"['https://upload.wikimedia.org/wikipedia/commons/7/72/ADAM_Intelligent_AGV.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Actroid-DER_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Al-Jazari_-_A_Musical_Toy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Ambox_current_red_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Automation_of_foundry_with_robot.jpg']"
Therapy,"A therapy or medical treatment (often abbreviated tx, Tx, or Tx) is the attempted remediation of a health problem, usually following a medical diagnosis.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Pexels-alex-green-5699466.jpg']"
Elecrostatic force,Not found on Wikipedia,['Image not found']
Second generation,The second generation is the generation following the one preceding it.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Coiling canal,Not found on Wikipedia,['Image not found']
Natural script,Not found on Wikipedia,['Image not found']
Point of incidence,Not found on Wikipedia,['Image not found']
Hormone Endocrine Gland Functions 1,Not found on Wikipedia,['Image not found']
Dock plant,Not found on Wikipedia,['Image not found']
V3,V3 or V03 may refer to:,['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg']
Wet bread,Not found on Wikipedia,['Image not found']
M2,"M2, M-2, M.2 or M02 may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Malaria,Malaria is a mosquito-borne infectious disease that affects humans and other animals.,"['https://upload.wikimedia.org/wikipedia/commons/a/a0/%22British_India%22%2C_six_stages_of_malaria._Wellcome_L0022443.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/%22Don%27t_go_to_Bed_with_Malaria_Mosquito%22_-_NARA_-_514146.tif', 'https://upload.wikimedia.org/wikipedia/commons/1/13/5901_lores.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Anopheles_stephensi.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Artemisia_annua_West_Virginia.jpg']"
Transmitter,"In electronics and telecommunications, a radio transmitter or just transmitter is an electronic device which produces radio waves with an antenna.","['https://upload.wikimedia.org/wikipedia/commons/d/dc/Alexanderson_Alternator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Armstrong_prototype_FM_transmitter_1935.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Blythe_House_Science_Museum_stores_tour_99.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/CB_Base_Station.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Hydroxy group,"In chemistry, a hydroxy or hydroxyl group is a functional group with the chemical formula −OH and composed of one oxygen atom covalently bonded to one hydrogen atom.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Hydroxyl3D.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Sulfuric-acid-2D-dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Bourbon Bridge,Not found on Wikipedia,['Image not found']
4.4.4,Not found on Wikipedia,['Image not found']
Light,Light or visible light is electromagnetic radiation that can be perceived by the human eye.,"['https://upload.wikimedia.org/wikipedia/commons/a/a4/Christiaan_Huygens-painting.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Colorful_artificial_lighting_at_night.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/EM_spectrum.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Linear_visible_spectrum.svg']"
Social pressure,Not found on Wikipedia,['Image not found']
Nerve tip,Not found on Wikipedia,['Image not found']
Field,Field may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Bible translations,"The Bible has been translated into many languages from the biblical languages of Hebrew, Aramaic, and Greek.","['https://upload.wikimedia.org/wikipedia/commons/0/01/Bible.malmesbury.arp.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Bible_Kralicka.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Collection_of_Bibles_and_New_Testaments.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Devil_codex_Gigas.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Gutenberg_Bible.jpg']"
