Entity,Definition,Images
Valine,Valine (symbol Val or V) is an α-amino acid that is used in the biosynthesis of proteins.,"['https://upload.wikimedia.org/wikipedia/commons/0/0e/L-amino_acid_any.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/L-valine-2D-skeletal.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Valine-from-xtal-3D-bs-17.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Valine-from-xtal-3D-sf.png']"
Venous artery,Not found on Wikipedia,['Image not found']
0 2 b,Not found on Wikipedia,['Image not found']
Present day,Not found on Wikipedia,['Image not found']
A Midsummer Night's Dream,A Midsummer Night's Dream is a comedy written by William Shakespeare c.,"['https://upload.wikimedia.org/wikipedia/commons/2/23/A_Midsummer_Night%27s_Dream_at_The_Doon_School.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Augustins_-_La_Folie_de_Titania_-_Paul_Jean_Gervais_1897_2004_1_188.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Charles_Cowden_Clarke.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Dagger-14-plain.png']"
Tissue paper,"Tissue paper or simply tissue is a lightweight paper or, light crêpe paper.","['https://upload.wikimedia.org/wikipedia/commons/e/eb/Box_of_Scotties_tissues.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Taschentuch.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Tissue_Paper_Production_Machine.jpg']"
Self-sufficiency,Not found on Wikipedia,['Image not found']
Open mouth,Not found on Wikipedia,['Image not found']
Renewable energy,Renewable energy is energy from renewable resources that are naturally replenished on a human timescale.,"['https://upload.wikimedia.org/wikipedia/commons/1/12/2010-_Cost_of_renewable_energy_-_IRENA.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/2010-_Power_capacity_by_technology_-_Dec_2022_International_Energy_Agency.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/2011-05-10_18-57-46_Switzerland_-_Wil_crop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/2020-05-20%2C_Sentinel-2A_L1C%2C_True_color_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/20201019_Levelized_Cost_of_Energy_%28LCOE%2C_Lazard%29_-_renewable_energy.svg']"
Immunosuppressive drug,"Immunosuppressive drugs, also known as immunosuppressive agents, immunosuppressants and antirejection medications, are drugs that inhibit or prevent activity of the immune system.","['https://upload.wikimedia.org/wikipedia/commons/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Dexamethasone_structure.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Prednisone.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e3/Rod_of_Asclepius2.svg']"
Grape,"A grape is a fruit, botanically a berry, of the deciduous woody vines of the flowering plant genus Vitis.","['https://upload.wikimedia.org/wikipedia/commons/6/64/A_bottle_and_glass_of_wine.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Abhar-iran.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Armenian_dolma.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/ConcordGrapes.jpg']"
Sea coral,Not found on Wikipedia,['Image not found']
Essaxy,Not found on Wikipedia,['Image not found']
Food security,"Food security speaks to the availability of food in a country (or geography) and the ability of individuals within that country (geography) to access, afford, and source adequate foodstuffs.","['https://upload.wikimedia.org/wikipedia/commons/7/7c/2021-10-05_14_22_12_View_south_across_southern_Los_Angeles%2C_California_towards_the_interchange_of_Interstate_105_and_Interstate_110_from_an_airplane_heading_toward_Los_Angeles_International_Airport.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/2DU_Kenya_86_%285367322642%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Africa_Food_Security_15_%2810665294293%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Africa_Food_Security_18_%2810665134354%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Africa_Food_Security_21_%2810665132276%29.jpg']"
Centimetre,"A centimetre (international spelling) or centimeter (American spelling) (SI symbol cm) is a unit of length in the International System of Units (SI), equal to one hundredth of a metre, centi being the SI prefix for a factor of 1/100.","['https://upload.wikimedia.org/wikipedia/commons/6/6c/CarpentersRule.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/EM_Spectrum_Properties_edit.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Pucca,Pucca (; Korean: 뿌까 [p͈uk͈a]) is a South Korean media franchise from the South Korean company VOOZ Character System.,['Image not found']
Europe,"Europe is a continent comprising the westernmost peninsulas of Eurasia, located entirely in the Northern Hemisphere and mostly in the Eastern Hemisphere.","['https://upload.wikimedia.org/wikipedia/commons/9/9d/1916_political_map_of_Europe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Afro-Eurasia_%28orthographic_projection%29_political.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Alliances_militaires_en_Europe_1914-1918-fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Americas_%28orthographic_projection%29.svg']"
Cell biology,"Cell biology (also cellular biology or cytology) is a branch of biology that studies the structure, function, and behavior of cells.","['https://upload.wikimedia.org/wikipedia/commons/1/1c/Animal_cell_NIH.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Animal_cell_cycle-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/DNA_simple.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg']"
Protection of wetlands,Not found on Wikipedia,['Image not found']
Weather,"Weather is the state of the atmosphere, describing for example the degree to which it is hot or cold, wet or dry, calm or stormy, clear or cloudy.","['https://upload.wikimedia.org/wikipedia/commons/6/64/16-008-NASA-2015RecordWarmGlobalYearSince1880-20160120.png', 'https://upload.wikimedia.org/wikipedia/commons/1/14/202107_Percent_of_global_area_at_temperature_records_-_Global_warming_-_NOAA.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Cumulus_clouds_in_fair_weather.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Day5pressureforecast.png']"
Centre of curvature,Not found on Wikipedia,['Image not found']
Barguna,Barguna (Bengali: বরগুনা) is a town in Barguna district in southern Bangladesh.,"['https://upload.wikimedia.org/wikipedia/commons/a/a9/BD_Barguna_District_locator_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/62/Bangladesh_adm_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Barguna_%2816658301069%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Barguna_polytechnic_institute.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Bengali_Conjunct_Kssya.svg']"
Electrical resistance and conductance,The electrical resistance of an object is a measure of its opposition to the flow of electric current.,"['https://upload.wikimedia.org/wikipedia/commons/9/92/Cartridge-heater-hot.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/DifferentialChordalResistance.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/FourIVcurves.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Metal_film_resistor.jpg']"
Boat,"A boat is a watercraft of a large range of types and sizes, but generally smaller than a ship, which is distinguished by its larger size, shape, cargo or passenger capacity, or its ability to carry boats.","['https://upload.wikimedia.org/wikipedia/commons/c/cb/Boats_at_Bhimili_beach_in_Visakhapatnam.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/COLLECTIE_TROPENMUSEUM_Een_Toba_Batak_prauw_met_houtsnijwerk_op_de_voorsteven_TMnr_60011149.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Jangada-Tibau.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Motorboat_at_Kankaria_lake.JPG']"
Invisible turning,Not found on Wikipedia,['Image not found']
Role,"A role (also rôle or social role) is a set of connected behaviors, rights, obligations, beliefs, and norms as conceptualized by people in a social situation.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Glaucoma,Glaucoma is a group of eye diseases that result in damage to the optic nerve (or retina) and cause vision loss.,"['https://upload.wikimedia.org/wikipedia/commons/1/13/Acute_Angle_Closure-glaucoma.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Acute_angle_closure_glaucoma.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Arterial_blood_flow_reversal_in_neovascular_glaucoma.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Bjerrums_area_and_types_of_scotomas_on_the_visual_field.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Conventional_surgery_to_treat_glaucoma_EDA11.JPG']"
Science to Save Life,Not found on Wikipedia,['Image not found']
13.1 Communication,Not found on Wikipedia,['Image not found']
LLPBMing,Not found on Wikipedia,['Image not found']
What t.V.,Not found on Wikipedia,['Image not found']
FOl'CeB,Not found on Wikipedia,['Image not found']
Video,"Video is an electronic medium for the recording, copying, playback, broadcasting, and display of moving visual media.","['https://upload.wikimedia.org/wikipedia/commons/3/3b/3.5mm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/Aspect_ratios.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/BNC_connector_%28male%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Close-up_of_S-video_female_connector.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Fatty acid,"In chemistry, particularly in biochemistry, a fatty acid is a carboxylic acid with an aliphatic chain, which is either saturated or unsaturated.","['https://upload.wikimedia.org/wikipedia/commons/0/05/Arachidic_formula_representation.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/Fatty_acid_carbon_numbering.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Isomers_of_oleic_acid.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Current,"Currents, Current or The Current may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Progesterone,"Progesterone (P4) is an endogenous steroid and progestogen sex hormone involved in the menstrual cycle, pregnancy, and embryogenesis of humans and other species.","['https://upload.wikimedia.org/wikipedia/commons/8/83/Endometrium_ocp_use3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Estradiol_and_progesterone_%25_changes_across_the_menstrual_cycle.tif', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Interactive_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/Marker_snythesis.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
1he ultrasonography,Not found on Wikipedia,['Image not found']
Eveiyone,Not found on Wikipedia,['Image not found']
Cell wall,"A cell wall is a structural layer surrounding some types of cells, just outside the cell membrane.","['https://upload.wikimedia.org/wikipedia/commons/8/87/Allium-Mitose10-DM100x_BL28.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Chitin.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Diatoms.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Eukaryota_cell_strucutre.PNG']"
Tamarind,Tamarind (Tamarindus indica) is a leguminous tree bearing edible fruit that is indigenous to tropical Africa and naturalized in Asia.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Status_iucn3.1_LC.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/04/Tamarind-2019-5-4_13-51-19-01.jpg']"
ElectrollS,Not found on Wikipedia,['Image not found']
Telephone set,Not found on Wikipedia,['Image not found']
Nucleoti,Not found on Wikipedia,['Image not found']
Old man,"Old man, Old Man or The Old Man may refer to:","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Basicity,Not found on Wikipedia,['Image not found']
Smoker,Smoker is a noun derived from smoke and may have the following specialized meanings:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Structurally complex life,Not found on Wikipedia,['Image not found']
Girls shauld take mudi rest,Not found on Wikipedia,['Image not found']
Density,Density (volumetric mass density or specific mass) is the substance's mass per unit of volume.,"['https://upload.wikimedia.org/wikipedia/commons/2/2b/Air_density_vs_temperature.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/25/Density_column.JPG', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Molar_volumes_of_liquid_and_solid_phase_of_elements.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Semi-protection-shackle.svg']"
A B Flg,Not found on Wikipedia,['Image not found']
Limited time,Not found on Wikipedia,['Image not found']
Intellectual labour,Not found on Wikipedia,['Image not found']
Uso,Not found on Wikipedia,['Image not found']
Bertelsmann Medal,Not found on Wikipedia,['Image not found']
Rahman,Rahman (Arabic: رَحْمَٰنِ or رَحْمَانِ) may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
CJirnsre,Not found on Wikipedia,['Image not found']
O1her,Not found on Wikipedia,['Image not found']
Cola,"Cola is a carbonated soft drink flavored with vanilla, cinnamon, citrus oils and other flavorings.","['https://upload.wikimedia.org/wikipedia/commons/e/e8/15-09-26-RalfR-WLC-0098_-_Coca-Cola_glass_bottle_%28Germany%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Berry_cola_stand_Reuilly.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/15-09-26-RalfR-WLC-0098_-_Coca-Cola_glass_bottle_%28Germany%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/23/Glass_of_Cola.jpg']"
Metallurgy,"Metallurgy is a domain of materials science and engineering that studies the physical and chemical behavior of metallic elements, their inter-metallic compounds, and their mixtures, which are known as alloys.","['https://upload.wikimedia.org/wikipedia/commons/5/5e/AlubronzeCuAl20v500.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Bochumer_Verein-08-50124.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Copper_electroplating_principle_%28multilingual%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Grave_offerings.jpg']"
Napkin,"A napkin, serviette or face towelette is a square of cloth or paper tissue used at the table for wiping the mouth and fingers while eating.","['https://upload.wikimedia.org/wikipedia/commons/7/7c/Brede-LilleBrede-napkin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Napkin_ring.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
