Entity,Definition,Images
Food chain,"A food chain is a linear network of links in a food web starting from producer organisms (such as grass or algae which produce their own food via photosynthesis) and ending at an apex predator species (like grizzly bears or killer whales), detritivores (like earthworms or woodlice), or decomposer species (such as fungi or bacteria).","['https://upload.wikimedia.org/wikipedia/commons/0/0e/Chesapeake_Waterbird_Food_Web.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Earth_Day_Flag.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Food_chain.png', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Merge-arrow.svg']"
Seed,"In botany, seed is an undeveloped plant embryo and food reserve enclosed in a protective outer covering called a seed coat (testa).","['https://upload.wikimedia.org/wikipedia/commons/4/4f/Budowa_nasienia-dwuliscienne.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Comparison_of_Monocotyledons_and_Dicotyledons.png', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Dycotyledon_seed_diagram-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bf/Female_coco_de_mer_seed.jpg']"
H2O,Not found on Wikipedia,['Image not found']
Central nervous system,The central nervous system (CNS) is the part of the nervous system consisting primarily of the brain and spinal cord.,"['https://upload.wikimedia.org/wikipedia/commons/d/d3/1201_Overview_of_Nervous_System.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/1202_White_and_Gray_Matter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/1205_Somatic_Autonomic_Enteric_StructuresN.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/1507_Short_and_Long_Reflexes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/1508_Autonomic_Control_of_Pupil_Size.jpg']"
Food absorption,Not found on Wikipedia,['Image not found']
Antacid,"An antacid is a substance which neutralizes stomach acidity and is used to relieve heartburn, indigestion or an upset stomach.","['https://upload.wikimedia.org/wikipedia/commons/5/57/Antacid-L478.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Basic_structure_of_tetracycline_chelating_a_metal.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Symbol_portal_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/WHO_Rod.svg']"
Velocity,Velocity is the directional speed of an object in motion as an indication of its rate of change in position as observed from a particular frame of reference and as measured by a particular standard of time (e.g.,"['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Kinematics.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Radial_and_tangential.svg']"
Embryo sac,Not found on Wikipedia,['Image not found']
Offspring,"In biology, offspring are the young creation of living organisms, produced either by a single organism or, in the case of sexual reproduction, two organisms.","['https://upload.wikimedia.org/wikipedia/commons/9/9c/Frog_in_frogspawn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Hybridogenesis_in_water_frogs_gametes.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg']"
Military satellite,A military satellite is an artificial satellite used for a military purpose.,"['https://upload.wikimedia.org/wikipedia/commons/b/b3/Bandera_de_Bolivia_%28Estado%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/CELAC.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/CORONA_film_recovery_maneuvar.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/ConstellationGPS.gif']"
Pollen tube,A pollen tube is a tubular structure produced by the male gametophyte of seed plants when it germinates.,"['https://upload.wikimedia.org/wikipedia/commons/2/28/Angiosperm_life_cycle_diagram-en.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Embryosac.png', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Genetics_of_Self-Incompatibility_%285169271315%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg']"
Rhizome,"In botany and dendrology, a rhizome (; from Ancient Greek  ῥίζωμα (rhízōma) 'mass of roots', from  ῥιζόω (rhizóō) 'cause to strike root') is a modified subterranean plant stem that sends out roots and shoots from its nodes.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Corm_stolons5680.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Curcuma_longa_roots.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b1/Euphorbia_rhizophora2_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Leaf_1_web.jpg']"
Oral administration,Oral administration is a route of administration where a substance is taken through the mouth.,"['https://upload.wikimedia.org/wikipedia/commons/f/f7/120310-F-XC314-001_%286979611329%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Action_photo_of_nasal_spray_on_a_black_background.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Adminstering_oral_medication.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/FlattenedRoundPills.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Glycerin_suppositories.jpg']"
Flow,Flow may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Vector_search_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Lech,Lech is an English word referring to lecherous behavior or person.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Anger,"Anger, also known as wrath or rage, is an intense emotional state involving a strong uncomfortable and non-cooperative response to a perceived provocation, hurt or threat.A person experiencing anger will often experience physical effects, such as increased heart rate, elevated blood pressure, and increased levels of adrenaline and noradrenaline.","['https://upload.wikimedia.org/wikipedia/commons/5/5a/046CupolaSPietro.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Anger_during_a_protest_by_David_Shankbone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Angry-2766265_960_720.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Boschsevendeadlysins.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Ajthropoda,Not found on Wikipedia,['Image not found']
Salt absorption,Not found on Wikipedia,['Image not found']
Limestone,Limestone (calcium carbonate CaCO3) is a type of carbonate sedimentary rock which is the main source of the material lime.,"['https://upload.wikimedia.org/wikipedia/commons/1/19/Bermuda_Number_178_limestone_used_as_building_material_for_walls.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0f/BrassfieldEncrinite042112.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Calcined_fossils.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/CarmelOoids.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Cenote_in_valladolid_mexico_%2821362599476%29.jpg']"
Female,"An organism's sex is female (symbol: ♀) if it produces the ovum (egg cell), the type of gamete (sex cell) that fuses with the male gamete (sperm cell) during sexual reproduction.A female has larger gametes than a male.","['https://upload.wikimedia.org/wikipedia/commons/e/e5/Anterior_view_of_human_female_and_male%2C_with_labels_2.png', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Beowulf_-_faemnan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Bisexuality_symbol_%28bold%2C_color%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
House,A house is a single-unit residential building.,"['https://upload.wikimedia.org/wikipedia/commons/4/49/103_Hanover.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/14_Strada_Vasile_Conta%2C_Bucharest_%2802%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/16%2C_Calea_Doroban%C8%9Bilor%2C_Bucharest_%28Romania%29_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/248_Ashley_Ave_-_2017.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/8A%2C_Bulevardul_Aviatorilor_%2C_Bucharest_%28Romania%29.jpg']"
Painting,"Painting is the practice of applying paint, pigment, color or other medium to a solid surface (called the ""matrix"" or ""support"").","['https://upload.wikimedia.org/wikipedia/commons/d/d2/600-artist-palette.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Abraham_Lincoln_in_the_United_States_Congress_by.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c5/Andreas_Achenbach_-_Clearing_Up%E2%80%94Coast_of_Sicily_-_Walters_37116.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Bodeg%C3%B3n_de_recipientes_%28Zurbar%C3%A1n%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/Chen_Hongshou%2C_leaf_album_painting.jpg']"
Human body,The human body is the structure of a human being.,"['https://upload.wikimedia.org/wikipedia/commons/3/31/201_Elements_of_the_Human_Body.02.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/2120_Major_Systemic_Artery.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Anatomical_Male_Figure_Showing_Heart%2C_Lungs%2C_and_Main_Arteries.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/Body_cavities.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Bulbil,"A bulbil (also referred to as bulbel, bulblet, and/or pup) is a small, young plant that is reproduced vegetatively from axillary buds on the parent plant's stem or in place of a flower on an inflorescence.","['https://upload.wikimedia.org/wikipedia/commons/7/78/Agave_vilmoriniana_02.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Dentaria_bulbifera_%28bulbilli%29.JPG']"
Volt,"The volt (symbol: V) is the unit of electric potential, electric potential difference (voltage), and electromotive force in the International System of Units (SI).","['https://upload.wikimedia.org/wikipedia/commons/5/52/Alessandro_Volta.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/0/02/BateriaR14.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/Crystal_energy.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Electronic_multi_meter.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/30/International_System_Of_Units_Logo_.png']"
Ilgc,Not found on Wikipedia,['Image not found']
Gland,"In animals, a gland is a group of cells in an animal's body that synthesizes substances (such as hormones) for release into the bloodstream (endocrine gland) or into cavities inside the body or its outer surface (exocrine gland).","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Endocrine_vs._Exocrine.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Gray1026.png', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Histopathology_of_sclerosing_adenosis_of_the_breast.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Embryonic axis,Not found on Wikipedia,['Image not found']
Electric resistance,Not found on Wikipedia,['Image not found']
Stone,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Vitreous hummour,Not found on Wikipedia,['Image not found']
Germ layer,A germ layer is a primary layer  of cells that forms during  embryonic development.,"['https://upload.wikimedia.org/wikipedia/commons/1/1d/Ectoderm.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Endoderm2.png', 'https://upload.wikimedia.org/wikipedia/commons/3/31/Gastrulation.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Mesoderm.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Castor,Castor most commonly refers to:,"['https://upload.wikimedia.org/wikipedia/commons/2/29/Beaver_%28PSF%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Proma,Not found on Wikipedia,['Image not found']
Cii4t,Not found on Wikipedia,['Image not found']
Static solution,Not found on Wikipedia,['Image not found']
Animal life cycle,Not found on Wikipedia,['Image not found']
Pb,Not found on Wikipedia,['Image not found']
Body forming element,Not found on Wikipedia,['Image not found']
Sciera,Not found on Wikipedia,['Image not found']
Canal,Canals or artificial waterways are waterways or engineered channels built for drainage management (e.g.,"['https://upload.wikimedia.org/wikipedia/commons/8/82/1870_Nicaragua_Canal_Map_Restoration.png', 'https://upload.wikimedia.org/wikipedia/commons/0/06/1975_map_of_canal_system_in_Lowell%2C_Massachusetts.png', 'https://upload.wikimedia.org/wikipedia/commons/9/95/Alter_Strom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/AmsterdamRijnkanaal.air.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Amsterdam_-_Herengracht_-_0206.jpg']"
Messier 4,Messier 4 or M4 (also designated NGC 6121) is a globular cluster in the constellation of Scorpius.,"['https://upload.wikimedia.org/wikipedia/commons/a/a4/Charles_Messier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Crab_Nebula.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Earth-moon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Globular_star_cluster_Messier_4.jpg']"
Blood,"Blood is a body fluid in the circulatory system of humans and other vertebrates that delivers necessary substances such as nutrients and oxygen to the cells, and transports metabolic waste products away from those same cells.","['https://upload.wikimedia.org/wikipedia/commons/3/3d/1GZX_Haemoglobin.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Blausen_0425_Formed_Elements.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Bleeding_finger.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Bloodbags.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Blut-EDTA.jpg']"
Academic discipline,An academic discipline or academic field is a subdivision of knowledge that is taught and researched at the college or university level.,"['https://upload.wikimedia.org/wikipedia/commons/d/d9/Humanit%C3%A9s_Num%C3%A9riques.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Opm'f'I,Not found on Wikipedia,['Image not found']
Natural number,"In mathematics, the natural numbers are the numbers 1, 2, 3, etc., possibly including 0 as well.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Nuvola_apps_edu_mathematics_blue-p.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Os_d%27Ishango_IRSNB.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Symbol_list_class.svg']"
Spatterula,Not found on Wikipedia,['Image not found']
Electrical current,Not found on Wikipedia,['Image not found']
Refrigerator,"A refrigerator, colloquially fridge, is a commercial and home appliance consisting of a thermally insulated compartment and a heat pump (mechanical, electronic or chemical) that transfers heat from its inside to its external environment so that its inside is cooled to a temperature below the room temperature.","['https://upload.wikimedia.org/wikipedia/commons/e/e0/1963_Frigidaire_Imperial_refrigerator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/A_Samsung_Refrigerator.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Antique_refrigerator_-_Hemingway_House.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/AppareilCarr%C3%A9.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Blue_Star.svg']"
Organic matter,"Organic matter, organic material, or natural organic matter refers to the large source of carbon-based compounds found within natural and engineered, terrestrial, and aquatic environments.",['Image not found']
Battery b,Not found on Wikipedia,['Image not found']
Ape,"Apes (collectively Hominoidea ) are a clade of Old World simians native to sub-Saharan Africa and Southeast Asia (though they were more widespread in Africa, most of Asia, and as well as Europe in prehistory), which together with its sister group Cercopithecidae form the catarrhine clade, cladistically making them monkeys (though this is the subject of much debate).","['https://upload.wikimedia.org/wikipedia/commons/6/60/Aegyptopithecus_NT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Ape_skeletons.png', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Bechuana_of_Distinction-1841_%28white_background%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Comparison_of_size_of_gibbon%2C_human%2C_chimpanzee_%28Pan_troglodytes%29_western_gorilla_%28Gorilla_gorilla%29_%28standing%29%2C_and_orangutan_%28Pongo_abelii%29.svg']"
