entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Electric force,physical quantity,Energy,physical quantity,has effect,"You will read more about this electric force and energy; know more and use it in many ways later.
"
Electron,type of quantum particle,Proton,type of quantum particle,followed by,"For now, know that everything starts with the negative charge of electrons and the positive charge of protons inside an atom.
"
Atom,composite particle,Atomology,branch of physics,studied by,"It can be said that by now we know the basic structure of the atom.
"
Atomic nucleus,type of quantum particle,Atom,composite particle,part of,"In the centre of an atom, there is a very small nucleus made up of protons and neutrons, where protons have a positive charge and neutrons have no charge.
"
Electron,type of quantum particle,Proton,type of quantum particle,opposite of,"Electrons revolve around this nucleus because electrons are negatively charged, and the positively charged protons in the nucleus attract the electrons towards themselves.
"
Atomic number,physical quantity,Chemical element,second-order class,instance of,"Atomic Number: As stated at the opening of this chapter, 118 elements have been discovered so far.
"
Atom,composite particle,Chemical element,second-order class,has parts of the class,"These 118 elements have 118 different atoms.
"
Atom,composite particle,Atom,composite particle,different from,"What is the difference between atoms?
"
Australia,sovereign state,New South Wales,state of Australia,contains administrative territorial entity,"How are they separated?
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"That method is really very easy! The first atom in the list has a proton in the nucleus, so there is an electron outside.
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"The next atom has two protons (and two neutrons) in its nucleus and two electrons outside; its name is helium.
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"The next atom has three protons (and three neutrons) in its nucleus, and so there are three electrons outside; it is called lithium.
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"In this way, gradually, one proton in the nucleus and one electron on the outside have increased.
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"The last atom found so far has 118 protons in the nucleus and 118 electrons on the outside (and the number of the neutron is equal or more than the number of protons in the nucleus).
"
Atomic nucleus,type of quantum particle,Atom,composite particle,part of,"The number of protons in the nucleus of an atom is the atomic number of that atom.
"
Proton,type of quantum particle,Electron,type of quantum particle,followed by,"You must have understood that the number of electrons outside an atom must be the same number of protons in that atom.
"
Positive charge,physical quantity,Negative charge,physical quantity,opposite of,"Because protons and electrons have the same charge, only one is positive, and the other is negative.
"
Repulsion,physical phenomenon,Attraction,physical phenomenon,opposite of,"Therefore, if the number of both is equal, the total amount of positive and negative charge is zero repulsion repulsion attraction Same charges repel each other and opposite charges attract each other Science 14  or no charge! You may think that since neutrons have no charge, it doesn't matter if the number is more or less.
"
Proton,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"But still, there is a very important reason why the number of protons in the nucleus must be equal to or more than neutrons.
"
Bertelsmann Medal,literary award,Royal Geographical Society,charitable organization,conferred by,"You will get to know it a bit later.
"
Electron,type of quantum particle,Proton,type of quantum particle,followed by,"Electron configuration: As we said, the number of electrons outside an atom must be the same number of protons in that atom.
"
Argentina,sovereign state,Buenos Aires,city,capital,"Naturally, we want to know how they are arranged.
"
Planet,astronomical object type,Solar System,planetary system,part of,"Are all the electrons randomly arranged in one place, or are they arranged in the way each planet orbits in the solar system?
"
Electron,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"Electrons are not actually randomly arranged at all; they are in fixed orbitals at fixed distances from the nucleus.
"
Electron,type of quantum particle,Physics,academic discipline,studied by,"But there is not only one electron in an orbital; there are many more, and the laws of physics have determined how many electrons will be there in an orbital.
"
Orbital electron,electron,Electron,type of quantum particle,subclass of,"Just know that the energy of an electron depends on the orbital it occupies.
"
Energy level,physical quantity,Orbit,geographic location,calculated from,"So, orbitals can be thought of as energy levels.
"
Electron,type of quantum particle,Atomic nucleus,type of quantum particle,part of,"For example, if we think of an atom of gold, the orbiting electrons within it are very strongly bound by attraction to the nucleus.
"
Force,physical quantity,Force,physical quantity,calculated from,"So, it takes a lot of force to move it.
"
Gold,chemical element,Electrical conductor,conductor,subject has role,"Again, the electrons in the outer orbitals are very weakly bound—they can be easily released!  Gold is a very good conductor of electricity because it needs free electrons to conduct electricity.
"
John F. Kennedy School of Government,private school,Harvard University,nan,part of,"So, now you can roughly say two things.
"
Electron,type of quantum particle,Atom,composite particle,part of,"The larger the number of electrons in an atom, the larger its size; as more orbits are needed to arrange the electrons.
"
Orbit,geographic location,Electron,type of quantum particle,has parts of the class,"Again, its characteristics are determined by means of how the electrons in the outermost orbit are arranged.
"
Liquid,fluid,Solid,matter,subclass of,"That is why some atoms are metals, some are non-metals, some are gases, some are liquids or solids, some are inert, and some are highly reactive.
"
Proton,type of quantum particle,Electron,type of quantum particle,followed by,"There are 1, 6, 26 and 79 electrons in the atoms of hydrogen, carbon, iron and gold respectively and equal number of protons in the neucleus.
"
Atom,composite particle,Atomic nucleus,type of quantum particle,part of,"Molecules and Atoms 15 0  Nucleus You must have noticed that every time we talk about the nucleus, you are reminded that the nucleus is very small.
"
