Entity,Definition,Images
Growth hormone,"Growth hormone (GH) or somatotropin, also known as human growth hormone (hGH or HGH) in its human form, is a peptide hormone that stimulates growth, cell reproduction, and cell regeneration in humans and other animals.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Endocrine_growth_regulation.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Somatotropine.GIF']"
Meat analogue,Not found on Wikipedia,['Image not found']
River,"A river is a natural flowing watercourse, usually freshwater stream, flowing on the surface or inside caves towards another waterbody at a lower elevation, such as an ocean, sea, bay, lake, wetland, or another river.","['https://upload.wikimedia.org/wikipedia/commons/b/bf/Aegopodium_podagraria1_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/Amazonrivermap.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Braine-le-Ch%C3%A2teau_JPG02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Cross-section_of_a_river_channel_and_its_valley.webp']"
Change,Change or Changing may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Wikiquote-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Manure,Manure is organic matter that is used as organic fertilizer in agriculture.,"['https://upload.wikimedia.org/wikipedia/commons/d/d6/ASC_Leiden_-_W.E.A._van_Beek_Collection_-_Dogon_agriculture_05_-_The_women_of_a_neighborhood_ward_with_manure_on_their_way_to_the_field_of_one_of_them%2C_Tireli%2C_Mali_1990.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Hestem%C3%B8j.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Manure_pools_in_Haikou_01.jpg']"
Pottery,"Pottery is the process and the products of forming vessels and other objects with clay and other raw materials, which are fired at high temperatures to give them a hard and durable form.","['https://upload.wikimedia.org/wikipedia/commons/2/25/-2019-09-19_A_blue_Denby_pottery_water_jug%2C_Cromer_%281%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/91/001117_15-44-2002-To-grupper-rosa-Qajar-Fliser2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/3310_-_Athens_-_Sto%C3%A0_of_Attalus_Museum_-_Mould_-_Photo_by_Giovanni_Dall%27Orto%2C_Nov_9_2009_%28cropped%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Agateware_Seaton_Barrel_by_John_Gavin_-_ABDMS002585.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/16/Altamura_Painter_-_Red-Figure_Calyx_Krater_-_Walters_48262_-_Side_A.jpg']"
Ray,Ray may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Human height,"Human height or stature is the distance from the bottom of the feet to the top of the head in a human body, standing erect.","['https://upload.wikimedia.org/wikipedia/commons/9/93/A_textile_label_showing_the_difference_in_average_height_around_the_world_%28Polo_shirt%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Annual_change_in_average_female_height%2C_OWID.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Annual_change_in_average_male_height%2C_OWID.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Average_adult_height_by_year_of_birth%2C_OWID.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Closed_Access_logo_transparent.svg']"
Lighthouse 167,Not found on Wikipedia,['Image not found']
Adolescent pregnancy,Not found on Wikipedia,['Image not found']
Eating container,Not found on Wikipedia,['Image not found']
Answer in brief,Not found on Wikipedia,['Image not found']
Classmate,Not found on Wikipedia,['Image not found']
Pubic hair,Pubic hair is terminal body hair that is found in the genital area of adolescent and adult humans.,"['https://upload.wikimedia.org/wikipedia/commons/7/77/Ceretta_a_calo_inguinale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Eve_with_a_Stag.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Female_abdomen_frontal_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Female_pubis_with_hair.jpg']"
Fig. 2,Not found on Wikipedia,['Image not found']
Blunt knife,Not found on Wikipedia,['Image not found']
Mosquito wing,Not found on Wikipedia,['Image not found']
Fear,Fear is an intensely unpleasant emotion in response to perceiving or recognizing a danger or threat.,"['https://upload.wikimedia.org/wikipedia/commons/6/6a/Abu_Ghraib_56.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/COS_09.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Guido_Reni_-_Massacre_of_the_Innocents_detail3_-_Pinacoteca_Nazionale_Bologna.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Burn,"A burn is an injury to skin, or other tissues, caused by heat, cold, electricity, chemicals, friction, or ultraviolet radiation (like sunburn).","['https://upload.wikimedia.org/wikipedia/commons/7/78/8-day-old-3rd-degree-burn.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/93/Burn_Degree_Diagram.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Burn_en.ogg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Fires_world_map_-_DALY_-_WHO2004.svg']"
Conduction,Not found on Wikipedia,['Image not found']
Louis Braille,"Louis Braille (; French: [lwi bʁɑj]; 4 January 1809 – 6 January 1852) was a French educator and the inventor of a reading and writing system, named braille after him, intended for use by visually impaired people.","['https://upload.wikimedia.org/wikipedia/commons/d/d2/An_Indian_two_rupee_coin_minted_in_honour_of_Louis_Braille%27s_200th_birth_anniversary_%281809-2009%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Braille_house04.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Braille_house07.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Comparative_Lettering_Hauy-Barbier-Braille.tif']"
Static charge,Not found on Wikipedia,['Image not found']
President of India,The president of India (IAST: Bhārat kē Rāṣṭrapati) is the head of state of the Republic of India.,"['https://upload.wikimedia.org/wikipedia/commons/8/8e/Air_Force_Ensign_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Air_India_One_737.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Air_India_One_Chennai.png', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Emblem_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_India.svg']"
Inaudible,Not found on Wikipedia,['Image not found']
Bottle cap,A bottle cap or bottle top is a closure for the top opening of a bottle.,"['https://upload.wikimedia.org/wikipedia/commons/c/cb/BierflaschenVerschliessB%C3%BCgel.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Bottle_cap_special.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/B%C3%BCgelVerschlussKlappdeckel_Seltersflasche.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/EPBC-WBC2.jpg']"
Excrement,Not found on Wikipedia,['Image not found']
Fire station,"A fire station (also called a fire house, fire hall, firemen's hall, or engine house) is a structure or other area for storing firefighting apparatuses such as fire engines and related vehicles, personal protective equipment, fire hoses and other specialized equipment.","['https://upload.wikimedia.org/wikipedia/commons/b/bd/Akron_Fire_Department_Station_4_%2848722841533%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/FDNY_eng264_328_Ladder_134_20190214_135053~2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Indianapolis_Fire_Department_Station_7_-_June_2022_-_Sarah_Stierch.jpg']"
Jaltrang,Not found on Wikipedia,['Image not found']
Age,Age or AGE may refer to:,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Budding,Budding or blastogenesis is a type of asexual reproduction in which a new organism develops from an outgrowth or bud due to cell division at one particular site.,"['https://upload.wikimedia.org/wikipedia/commons/2/2f/Hydra_Budding.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Hydra_oligactis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/S_cerevisiae_under_DIC_microscopy.jpg']"
Balloon hole,Not found on Wikipedia,['Image not found']
10.3 Sound Needs a Medium for Propagation,Not found on Wikipedia,['Image not found']
Musician,"A musician is a person who composes, conducts, or performs music.","['https://upload.wikimedia.org/wikipedia/commons/c/c3/45_record.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Beethoven.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/GClef.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']"
Electric plug,Not found on Wikipedia,['Image not found']
Intellectual development,Not found on Wikipedia,['Image not found']
Water leak,Not found on Wikipedia,['Image not found']
Geometric shape,Not found on Wikipedia,['https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']
Inclammable substance,Not found on Wikipedia,['Image not found']
Goods,"In economics, goods are items that satisfy human wants ","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Mediq_Sverige_Kungsbacka_warehouse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Types_of_goods.svg']"
Pest control,"Pest control is the regulation or management of a species defined as a pest; any animal, plant or fungus that impacts adversely on human activities or environment.","['https://upload.wikimedia.org/wikipedia/commons/1/19/130312_Tesarik_krovovy_Hylotrupes_bajulus_%287%29.JPG', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Aedes_aegypti_biting_human.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Bronze_Saite_era_art_of_an_Egyptian_cat_in_the_Gulbenkian_Museum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Choristoneura_fumiferana.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/Cotesia9061.8.15.07.c.jpg']"
Thermal,"A thermal column (or thermal) is a rising mass of buoyant air, a convective current in the atmosphere, that transfers heat energy vertically.","['https://upload.wikimedia.org/wikipedia/commons/1/1b/Bubble_or_vortex_ring_thermal_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/Column_or_plume_thermal_model.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Thermal_column.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Thermal_cross_section_with_stronger_lift_in_darker_shades_of_green_while_red_is_sink.jpg']"
Laboratory balloon,Not found on Wikipedia,['Image not found']
Education,"Education is a purposeful activity directed at achieving certain aims, such as transmitting knowledge or fostering skills and character traits.","['https://upload.wikimedia.org/wikipedia/commons/c/c2/2013._%D0%94%D0%BE%D0%BD%D0%B5%D1%86%D0%BA_336.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Ambox_globe_content.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Calhan_High_School_Senior_Classroom_by_David_Shankbone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c6/Children_computing_by_David_Shankbone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg']"
Angles of incidence and reflection,Not found on Wikipedia,['Image not found']
Outline map,Not found on Wikipedia,['Image not found']
Animal,"Animals are multicellular, eukaryotic organisms in the biological kingdom Animalia.","['https://upload.wikimedia.org/wikipedia/commons/6/64/20090730_020239_Rotifer.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/20191203_Anomalocaris_canadensis.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/A_colourful_Sponge_on_the_Fathom.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Alexander_Coosemans_-_Still_Life_with_Lobster_and_Oysters.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Amphiporus_angulatus.png']"
Therapy,"A therapy or medical treatment (often abbreviated tx, Tx, or Tx) is the attempted remediation of a health problem, usually following a medical diagnosis.","['https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/People_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Pexels-alex-green-5699466.jpg']"
Second generation,The second generation is the generation following the one preceding it.,"['https://upload.wikimedia.org/wikipedia/commons/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Meat preservation,Not found on Wikipedia,['Image not found']
Early marriage,Not found on Wikipedia,['Image not found']
Murder,"Murder is the unlawful killing of another human without justification or valid excuse, especially the unlawful killing of another human with malice aforethought.","['https://upload.wikimedia.org/wikipedia/commons/1/17/Balance%2C_by_David.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Bodom-1960-teltta.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3d/CCTV_1_of_Aaron_Alexis_in_building_197.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Global_thinking.svg']"
Coating,"A coating is a covering that is applied to the surface of an object, usually referred to as the substrate.","['https://upload.wikimedia.org/wikipedia/commons/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']"
Malaria,Malaria is a mosquito-borne infectious disease that affects humans and other animals.,"['https://upload.wikimedia.org/wikipedia/commons/a/a0/%22British_India%22%2C_six_stages_of_malaria._Wellcome_L0022443.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/%22Don%27t_go_to_Bed_with_Malaria_Mosquito%22_-_NARA_-_514146.tif', 'https://upload.wikimedia.org/wikipedia/commons/1/13/5901_lores.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Anopheles_stephensi.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Artemisia_annua_West_Virginia.jpg']"
Sand,Sand is a granular material composed of finely divided mineral particles.,"['https://upload.wikimedia.org/wikipedia/commons/6/6e/00065_sand_collage.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Accreting_coast_Image6.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Cone_penetration_test.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/CoralPinkSandDunesSand.JPG']"
