entity1,entity_1_type,entity2,entity_2_type,relation,sentence
Compressed natural gas,natural gas,Natural gas,mixture,subclass of,"Natural gas is stored under high pressure as compressed natural gas (CNG).
"
Compressed natural gas,natural gas,Electricity generation,engineering process,use,"CNG is used for power generation.
"
Table 3 of Petroleum and their Uses,None,Constituencies of petroleum and their uses,None,facet of,"It is now being used Table 3.1 Various Constituents of Petroleum and their Uses S.No.
"
Constituents of Petroleum,political party,Political party,non-governmental organization,instance of,"Constituents of Petroleum Uses 1.
"
Liquefied natural gas,natural gas,Natural gas,mixture,subclass of,"Petroleum Gas in Liquid form Fuel for home and industry (LPG) 2.
"
Petrol,mixture,Motor fuel,liquid fuel,subclass of,"Petrol Motor fuel, aviation fuel, solvent for dry cleaning 3.
"
Stove,home appliance,Kerosene,chemical substance,made from material,"Kerosene Fuel for stoves, lamps and for jet aircrafts 4.
"
Electric generator,electric vehicle,Diesel fuel,liquid fuel,powered by,"Diesel Fuel for heavy motor vehicles, electric generators 5.
"
Lubrication 6,Lubrication oil,Lubricating oil,mixture,instance of,"Lubricating oil Lubrication 6.
"
Vaseline,nan,Paraffin wax,None,subclass of,"Paraffin wax Ointments, candles, vaseline etc.
"
5.7,album,6.1,album,followed by,"7.
"
Bitumen,mixture,Petroleum refinery,refinery,use,"Bitumen Paints, road surfacing Fig. 3.5: A petroleum refinery Rationalised-2023-24  COAL AND PETROLEUM 37 as a fuel for transport vehicles because it is less polluting.
"
Smoker,profession,Fuel,chemical substance,uses,"It is a cleaner fuel.
"
Compressed natural gas,natural gas,Combustion,redox,use,"The great advantage of CNG is that it can be used directly for burning in homes and factories where it can be supplied through pipes.
"
Gujarat,state of India,Delhi,city with millions of inhabitants,shares border with,"Such a network of pipelines exists in Vadodara (Gujarat), some parts of Delhi and other places.
"
Fertilizer,chemical substance,Chemical substance,group or class of chemical substances,subclass of,"Natural gas is also used as a starting material for the manufacture of a number of chemicals and fertilisers.
"
India,sovereign state,Natural gas,mixture,economy of topic,"India has vast reserves of natural gas.
"
India,sovereign state,Tripura,state of India,contains administrative territorial entity,"In our country, natural gas has been found in Tripura, Rajasthan, Maharashtra and in the Krishna Godavari delta.
"
Fossil fuel,combustible matter,Natural resource,raw material,subclass of,"3.4 Some Natural Resources are Limited You have studied in the beginning of the chapter that some natural resources are exhaustible like fossil fuels, forests, minerals etc.
"
Coal,sedimentary rock,Fossil fuel,combustible matter,subclass of,"You know that coal and petroleum are fossil fuels.
"
Organism,anatomical entity,Fuel,chemical substance,uses,"It required the dead organisms millions of years to get converted into these fuels.
"
Canada,sovereign state,Ontario,province of Canada,contains administrative territorial entity,"On the other hand, the known reserves of these will last only a few hundred years.
"
Combustion,redox,Air pollution,pollution,has effect,"Moreover, burning of these fuels is a major cause of air pollution.
"
Carbon dioxide,None,Global warming,climate change,has effect,"Their use is also linked to global warming.
"
Carbon dioxide,None,Fuel,chemical substance,instance of,"It is therefore necessary that we use these fuels only when absolutely necessary.
"
Global warming,climate change,Global warming,climate change,subclass of,"This will result in better environment, smaller risk of global warming and their availability for a longer period of time.
"
Petrol,mixture,Diesel,mixture,different from,"In India, the Petroleum Conservation Research Association (PCRA) advises people how to save petrol/diesel while driving.
"
Tire pressure,pressure,Tire,product,facet of,"Their tips are l drive at a constant and moderate speed as far as possible, l switch off the engine at traffic lights or at a place where you have to wait, l ensure correct tyre pressure.
"
Vehicle maintenance,maintenance,Maintenance,activity,subclass of,"l ensure regular maintenance of the vehicle.
"
Coal,sedimentary rock,Natural gas,mixture,subclass of,"Can coal, petroleum and natural gas be prepared in the laboratory from dead organisms?
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"No.
"
Chemical process,process,Laboratory,research institute,different from,"Their formation is a very slow process and conditions for their formation cannot be created in the laboratory.
"
Coal,sedimentary rock,Fossil fuel,combustible matter,subclass of,"Rationalised-2023-24  SCIENCE 38 KEYWORDS KEYWORDS KEYWORDS KEYWORDS KEYWORDS COAL COAL GAS COAL TAR COKE FOSSIL FUEL NATURAL GAS PETROLEUM PETROLEUM REFINERY WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT WHAT YOU HAVE LEARNT Ü Coal, petroleum and natural gas are fossil fuels.
"
Organism,anatomical entity,Life,phenomenon,manifestation of,"Ü Fossil fuels were formed from the dead remains of living organisms millions of years ago.
"
Fossil fuel,combustible matter,Exhaustible resource,resource,subclass of,"Ü Fossil fuels are exhaustible resources.
"
Coal tar,coal,Coal,sedimentary rock,subclass of,"Ü Coke, coal tar and coal gas are the products of coal.
"
Petrol,mixture,Petroleum,product,subclass of,"Ü Petroleum gas, petrol, diesel, kerosene, paraffin wax, lubricating oil are obtained by refining petroleum.
"
Coal,sedimentary rock,Petroleum,product,use,"Ü Coal and petroleum resources are limited.
"
Judiciously applied technology,technology,Technology,academic discipline,subclass of,"We should use them judiciously.
"
Exercises 1,None,Physical exercise,type of sport,part of,"Exercises 1.
"
Compressed natural gas,natural gas,Natural gas,mixture,subclass of,"What are the advantages of using CNG and LPG as fuels?
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Road surface,building material,Petroleum,product,made from material,"Name the petroleum product used for surfacing of roads.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Coal,sedimentary rock,Deer,taxon,made from material,"Describe how coal is formed from dead vegetation.
"
4.4.4,video game,Konami,video game developer,publisher,"4.
"
Fill in the blanks,narrative,Narrative,creative work,instance of,"Fill in the blanks.
"
Fossil fuel,combustible matter,Fossil,physical object,subclass of,"(a) Fossil fuels are , and .
"
Separation of petroleum,separation process,Petroleum,product,facet of,"(b) Process of separation of different constituents from petroleum is called .
"
Vehicle,container,Fuel,chemical substance,powered by,"(c) Least polluting fuel for vehicle is .
"
4.5,literary work,Doctor Who,television series,part of the series,"5.
"
True,statement,False,statement,opposite of,"Tick True/False against the following statements.
"
Fossil fuel,combustible matter,Laboratory fuel,combustible matter,fabrication method,"(a) Fossil fuels can be made in the laboratory.
"
Petrol,mixture,Fuel,chemical substance,instance of,"(T/F) (b) CNG is more polluting fuel than petrol.
"
Coal tar,mixture,Mixture,chemical substance,instance of,"(T/F) (d) Coal tar is a mixture of various substances.
"
Kerosene,chemical substance,Fossil fuel,combustible matter,instance of,"(T/F) (e) Kerosene is not a fossil fuel.
"
ISO/IEC 6,ISO standard,ISO standard,technical standard,instance of,"(T/F) 6.
"
Fossil fuel,combustible matter,Natural resource,raw material,subclass of,"Explain why fossil fuels are exhaustible natural resources.
"
Coal,sedimentary rock,Petroleum,product,subclass of,"Rationalised-2023-24  COAL AND PETROLEUM 39 7.
"
8.8,album,9.9,album,followed by,"8.
"
Petroleum formation,None,Petroleum,product,facet of,"Explain the process of formation of petroleum.
"
India,sovereign state,Electricity crisis,economic crisis,economy of topic,"The following Table shows the total power shortage in India from 1991–1997.
"
Y axis,axis,X axis,axis,opposite of,"Plot shortage percentage for the years on the Y-axis and the year on the X-axis.
"
United States,sovereign state,Illinois,state of the United States,contains administrative territorial entity,"S.
"
Lebanon,sovereign state,Rome,comune of Italy,capital,"No.
"
1994,year,1995,year,followed by,"Year Shortage (%) 1 1991 7.9 2 1992 7.8 3 1993 8.3 4 1994 7.4 5 1995 7.1 6 1996 9.2 7 1997 11.5 E X E R C I S E S Extended Learning — Activities and Projects 1.
"
Outline map of India,map,Map,map,subclass of,"Get an outline map of India.
"
Natural gas,mixture,Petroleum,product,subclass of,"Mark the places in the map where coal, petroleum and natural gas are found.
"
Petroleum refinery,refinery,Refinery,architectural structure,subclass of,"Show the places where petroleum refineries are situated.
"
2.2,"version, edition, or translation",3.1,"version, edition, or translation",followed by,"2.
"
Family,group of humans,Neighbourhood,administrative territorial entity,part of,"Choose any five families of your neighbourhood.
"
Coal,sedimentary rock,Energy industry,industry,use,"Enquire whether their energy consumption (coal, gas, electricity, petrol, kerosene) has increased or decreased in the last five years.
"
Conservation of energy,energy conservation,Energy conservation,conservation,subclass of,"Enquire also about the measures they adopt to conserve energy.
"
3.3,"version, edition, or translation",4.1,"version, edition, or translation",followed by,"3.
"
Thermal power station,power station,Power station,energy generating station,subclass of,"Find out the location of major thermal power plants in India.
"
Nova Scotia,province of Canada,"Halifax, Nova Scotia",city,capital,"What could be the reasons for their being located at those places?
"
Car,motor vehicle,Fuel,chemical substance,powered by,"lFor more information, visit: www.energyarchive.ca.gov l web.ccsd.k12.wy.us l web.pcra.org Rationalised-2023-24  COMBUSTION AND FLAME COMBUSTION AND FLAME W e use different kinds of fuel for various purposes at home, in industry and for running automobiles.
"
